Device,Test Name,Test Status,Message(s),Test description,Test category
A-SPINE1,VerifyBFDPeersHealth,unset,,Verifies the health of BFD peers across all VRFs.,BFD
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeerSession,unset,,Verifies the session state of BGP peers.,BGP
A-SPINE1,VerifyBGPPeersHealth,unset,,Verifies the health of BGP peers for given address families.,BGP
A-SPINE1,VerifyEVPNType5Routes,unset,,Verifies EVPN Type-5 routes for given IP prefixes and VNIs.,BGP
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyRunningConfigDiffs,unset,,Verifies there is no difference between the running-config and the startup-config.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyZeroTouch,unset,,Verifies ZeroTouch is disabled.,Configuration
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyLLDPNeighbors,unset,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyReachability,unset,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
A-SPINE1,VerifyEVPNDPath,unset,,Assert D-PATH domain identifiers on a boundary-crossing prefix.,Evpn - Gateway
A-SPINE1,VerifyEVPNDPath,unset,,Assert D-PATH domain identifiers on a boundary-crossing prefix.,Evpn - Gateway
A-SPINE1,VerifyEVPNDFElection,unset,,Assert this device's DF verdict for one ES-bearing interface.,Evpn - Multihoming
A-SPINE1,VerifyEVPNDFElection,unset,,Assert this device's DF verdict for one ES-bearing interface.,Evpn - Multihoming
A-SPINE1,VerifyEVPNType4Routes,unset,,Expect at least `minimum` EVPN Type-4 (Ethernet Segment) routes.,Evpn - Multihoming
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentCooling,unset,,Verifies the status of power supply fans and all fan trays.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentPower,unset,,Verifies the power supplies state and input voltage.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
A-SPINE1,VerifyEnvironmentSystemCooling,unset,,Verifies the device's system cooling status.,Hardware
